score,language,counter,total_counter,normalized
-0.38,fr,6,1677.0,0.0035778175313059034
-0.36,fr,2,1677.0,0.0011926058437686344
-0.34,fr,2,1677.0,0.0011926058437686344
-0.32,fr,6,1677.0,0.0035778175313059034
-0.3,fr,1,1677.0,0.0005963029218843172
-0.27,fr,6,1677.0,0.0035778175313059034
-0.25,fr,1,1677.0,0.0005963029218843172
-0.23,fr,2,1677.0,0.0011926058437686344
-0.2,fr,7,1677.0,0.0041741204531902205
-0.18,fr,1,1677.0,0.0005963029218843172
-0.15,fr,3,1677.0,0.0017889087656529517
-0.13,fr,40,1677.0,0.02385211687537269
-0.1,fr,2,1677.0,0.0011926058437686344
-0.08,fr,1,1677.0,0.0005963029218843172
-0.05,fr,1,1677.0,0.0005963029218843172
-0.04,fr,1,1677.0,0.0005963029218843172
-0.03,fr,1,1677.0,0.0005963029218843172
0.0,fr,1322,1677.0,0.7883124627310674
0.03,fr,1,1677.0,0.0005963029218843172
0.13,fr,2,1677.0,0.0011926058437686344
0.15,fr,1,1677.0,0.0005963029218843172
0.16,fr,1,1677.0,0.0005963029218843172
0.18,fr,3,1677.0,0.0017889087656529517
0.2,fr,7,1677.0,0.0041741204531902205
0.24,fr,1,1677.0,0.0005963029218843172
0.25,fr,3,1677.0,0.0017889087656529517
0.27,fr,6,1677.0,0.0035778175313059034
0.28,fr,1,1677.0,0.0005963029218843172
0.29,fr,2,1677.0,0.0011926058437686344
0.3,fr,2,1677.0,0.0011926058437686344
0.32,fr,1,1677.0,0.0005963029218843172
0.34,fr,6,1677.0,0.0035778175313059034
0.36,fr,3,1677.0,0.0017889087656529517
0.37,fr,2,1677.0,0.0011926058437686344
0.38,fr,3,1677.0,0.0017889087656529517
0.4,fr,6,1677.0,0.0035778175313059034
0.42,fr,6,1677.0,0.0035778175313059034
0.44,fr,6,1677.0,0.0035778175313059034
0.46,fr,18,1677.0,0.01073345259391771
0.48,fr,21,1677.0,0.012522361359570662
0.49,fr,11,1677.0,0.00655933214072749
0.51,fr,1,1677.0,0.0005963029218843172
0.52,fr,2,1677.0,0.0011926058437686344
0.53,fr,8,1677.0,0.004770423375074538
0.54,fr,11,1677.0,0.00655933214072749
0.55,fr,1,1677.0,0.0005963029218843172
0.56,fr,2,1677.0,0.0011926058437686344
0.57,fr,3,1677.0,0.0017889087656529517
0.58,fr,4,1677.0,0.002385211687537269
0.59,fr,4,1677.0,0.002385211687537269
0.6,fr,3,1677.0,0.0017889087656529517
0.61,fr,2,1677.0,0.0011926058437686344
0.62,fr,2,1677.0,0.0011926058437686344
0.64,fr,5,1677.0,0.0029815146094215863
0.65,fr,13,1677.0,0.007751937984496124
0.66,fr,1,1677.0,0.0005963029218843172
0.68,fr,5,1677.0,0.0029815146094215863
0.7,fr,1,1677.0,0.0005963029218843172
0.71,fr,1,1677.0,0.0005963029218843172
0.72,fr,1,1677.0,0.0005963029218843172
0.74,fr,2,1677.0,0.0011926058437686344
0.76,fr,1,1677.0,0.0005963029218843172
0.78,fr,2,1677.0,0.0011926058437686344
0.81,fr,1,1677.0,0.0005963029218843172
0.83,fr,1,1677.0,0.0005963029218843172
0.84,fr,1,1677.0,0.0005963029218843172
0.85,fr,1,1677.0,0.0005963029218843172
0.86,fr,1,1677.0,0.0005963029218843172
0.87,fr,1,1677.0,0.0005963029218843172
0.88,fr,1,1677.0,0.0005963029218843172
-0.91,ro,1,58.0,0.017241379310344827
-0.8,ro,1,58.0,0.017241379310344827
-0.56,ro,2,58.0,0.034482758620689655
-0.44,ro,1,58.0,0.017241379310344827
-0.27,ro,4,58.0,0.06896551724137931
-0.15,ro,1,58.0,0.017241379310344827
-0.14,ro,1,58.0,0.017241379310344827
-0.05,ro,1,58.0,0.017241379310344827
0.0,ro,25,58.0,0.43103448275862066
0.06,ro,1,58.0,0.017241379310344827
0.13,ro,1,58.0,0.017241379310344827
0.2,ro,1,58.0,0.017241379310344827
0.23,ro,1,58.0,0.017241379310344827
0.25,ro,1,58.0,0.017241379310344827
0.3,ro,1,58.0,0.017241379310344827
0.36,ro,1,58.0,0.017241379310344827
0.42,ro,1,58.0,0.017241379310344827
0.49,ro,2,58.0,0.034482758620689655
0.54,ro,6,58.0,0.10344827586206896
0.64,ro,2,58.0,0.034482758620689655
0.77,ro,1,58.0,0.017241379310344827
0.78,ro,1,58.0,0.017241379310344827
0.87,ro,1,58.0,0.017241379310344827
-0.9,cy,2,8583.0,0.0002330187580100198
-0.89,cy,1,8583.0,0.0001165093790050099
-0.86,cy,1,8583.0,0.0001165093790050099
-0.85,cy,1,8583.0,0.0001165093790050099
-0.82,cy,1,8583.0,0.0001165093790050099
-0.81,cy,5,8583.0,0.0005825468950250495
-0.8,cy,2,8583.0,0.0002330187580100198
-0.78,cy,1,8583.0,0.0001165093790050099
-0.77,cy,1,8583.0,0.0001165093790050099
-0.76,cy,3,8583.0,0.0003495281370150297
-0.75,cy,1,8583.0,0.0001165093790050099
-0.74,cy,1,8583.0,0.0001165093790050099
-0.73,cy,1,8583.0,0.0001165093790050099
-0.72,cy,8,8583.0,0.0009320750320400792
-0.7,cy,6,8583.0,0.0006990562740300594
-0.69,cy,1,8583.0,0.0001165093790050099
-0.68,cy,15,8583.0,0.0017476406850751485
-0.67,cy,1,8583.0,0.0001165093790050099
-0.66,cy,2,8583.0,0.0002330187580100198
-0.65,cy,206,8583.0,0.02400093207503204
-0.64,cy,2,8583.0,0.0002330187580100198
-0.63,cy,4,8583.0,0.0004660375160200396
-0.61,cy,3,8583.0,0.0003495281370150297
-0.6,cy,41,8583.0,0.004776884539205406
-0.59,cy,1,8583.0,0.0001165093790050099
-0.57,cy,2,8583.0,0.0002330187580100198
-0.56,cy,547,8583.0,0.06373063031574042
-0.53,cy,26,8583.0,0.0030292438541302574
-0.52,cy,1,8583.0,0.0001165093790050099
-0.51,cy,1,8583.0,0.0001165093790050099
-0.5,cy,2,8583.0,0.0002330187580100198
-0.49,cy,1,8583.0,0.0001165093790050099
-0.48,cy,1,8583.0,0.0001165093790050099
-0.46,cy,1,8583.0,0.0001165093790050099
-0.44,cy,37,8583.0,0.004310847023185366
-0.42,cy,8,8583.0,0.0009320750320400792
-0.4,cy,4,8583.0,0.0004660375160200396
-0.36,cy,11,8583.0,0.001281603169055109
-0.34,cy,3,8583.0,0.0003495281370150297
-0.3,cy,2,8583.0,0.0002330187580100198
-0.27,cy,6,8583.0,0.0006990562740300594
-0.25,cy,1,8583.0,0.0001165093790050099
-0.23,cy,2,8583.0,0.0002330187580100198
-0.22,cy,1,8583.0,0.0001165093790050099
-0.2,cy,1,8583.0,0.0001165093790050099
-0.1,cy,1,8583.0,0.0001165093790050099
-0.03,cy,3,8583.0,0.0003495281370150297
0.0,cy,7504,8583.0,0.8742863800535943
0.08,cy,2,8583.0,0.0002330187580100198
0.15,cy,4,8583.0,0.0004660375160200396
0.18,cy,1,8583.0,0.0001165093790050099
0.2,cy,6,8583.0,0.0006990562740300594
0.23,cy,2,8583.0,0.0002330187580100198
0.25,cy,2,8583.0,0.0002330187580100198
0.27,cy,5,8583.0,0.0005825468950250495
0.3,cy,1,8583.0,0.0001165093790050099
0.32,cy,2,8583.0,0.0002330187580100198
0.34,cy,1,8583.0,0.0001165093790050099
0.36,cy,1,8583.0,0.0001165093790050099
0.38,cy,5,8583.0,0.0005825468950250495
0.4,cy,2,8583.0,0.0002330187580100198
0.42,cy,4,8583.0,0.0004660375160200396
0.44,cy,2,8583.0,0.0002330187580100198
0.45,cy,2,8583.0,0.0002330187580100198
0.46,cy,1,8583.0,0.0001165093790050099
0.49,cy,4,8583.0,0.0004660375160200396
0.51,cy,17,8583.0,0.0019806594430851684
0.53,cy,3,8583.0,0.0003495281370150297
0.54,cy,26,8583.0,0.0030292438541302574
0.56,cy,2,8583.0,0.0002330187580100198
0.59,cy,3,8583.0,0.0003495281370150297
0.62,cy,2,8583.0,0.0002330187580100198
0.71,cy,1,8583.0,0.0001165093790050099
0.72,cy,1,8583.0,0.0001165093790050099
0.73,cy,1,8583.0,0.0001165093790050099
0.74,cy,1,8583.0,0.0001165093790050099
0.75,cy,1,8583.0,0.0001165093790050099
0.85,cy,1,8583.0,0.0001165093790050099
-0.9,it,1,957.0,0.0010449320794148381
-0.88,it,1,957.0,0.0010449320794148381
-0.69,it,3,957.0,0.003134796238244514
-0.67,it,1,957.0,0.0010449320794148381
-0.62,it,1,957.0,0.0010449320794148381
-0.59,it,1,957.0,0.0010449320794148381
-0.57,it,1,957.0,0.0010449320794148381
